Staff_ID,Staff_Name,DATE_OF_JOINING,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,claims_handled,fraud_claims_handled,fraud_rate_handled,employee_department,employee_campus,employee_position,employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,has_medical_history,employee_origin_country,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,trip_day_number,hostility_country_level,num_entries,num_unique_campus,late_exit_flag,entry_during_weekend,Insider_Risk_Label,Access_Time,Record_Accessed,Override_Activity,Investigation_Outcome
AGENT00223,Elizabeth Dayton,2007-11-12,6029 Wright Street,,Arvada,CO,80004,2.0,0.0,0.0,Information Technology,Campus C,Information Security Specialist,19,0,2,0,1,0,France,32,0,0,0,0,0.0,0,0,0,0,0,0,2026-05-30 20:35:30.530922,CLM033030,No override recorded,No findings
AGENT00224,Evelyn Ortiz,2009-08-24,10340 West 62nd Place,,Arvada,CO,80004,25.0,1.0,0.04,Legal and Regulation,Campus C,Regulatory Affairs Officer,16,0,3,0,1,1,Israel,6,0,13,0,0,0.0,0,2,1,0,0,0,2026-04-24 20:35:30.530954,CLM039379,No override recorded,No findings
AGENT00225,Judith Piacente,2006-03-01,35 Lakewood Circle South,,Manchester,CT,6040,10.0,0.0,0.0,Finance,Campus C,Accountant,7,0,3,0,0,0,Israel,62,0,0,0,0,0.0,0,0,0,0,0,0,2026-04-16 20:35:30.530985,CLM005426,No override recorded,No findings
AGENT00226,David Stephenson,1999-06-10,117 East Cook Avenue,,Anchorage,AK,99501,14.0,1.0,0.07142857142857142,Engineering Department,Campus A,Systems Engineer,24,0,3,0,0,1,Ukraine,7,0,0,0,0,0.0,0,1,1,0,0,0,2026-09-10 20:35:30.531040,CLM013073,No override recorded,No findings
AGENT00227,Percy Rodriguez,2018-02-20,164 Tensaw Road,,Montgomery,AL,36117,141.0,40.0,0.28368794326241137,Operations and Manufacturing,Campus C,Warehouse Manager,12,0,1,0,0,0,France,36,0,0,0,0,0.0,0,1,1,0,0,0,2026-05-23 20:35:30.531084,CLM036818,No override recorded,No findings
AGENT00228,Omar Butler,1994-02-06,1414 East Anderson Street,#317,Savannah,GA,31404,25.0,5.0,0.2,Engineering Department,Campus B,Test Engineer,15,0,2,0,0,0,Israel,1,0,0,0,0,0.0,0,2,1,0,0,0,2026-07-09 20:35:30.531121,CLM002420,No override recorded,No findings
AGENT00229,Roman Hartman,1994-09-20,341 West Tudor Road,#STE 000103,Anchorage,AK,99503,87.0,17.0,0.19540229885057472,Project Management,Campus A,Project Manager,11,0,1,0,1,0,Israel,17,0,0,0,0,0.0,0,1,1,0,0,0,2026-04-29 20:35:30.531159,CLM049143,Approved above authority limit,No findings
AGENT00230,Mark Lee,1997-08-27,5458 30th Street Northwest,,Washington,DC,20015,31.0,10.0,0.3225806451612903,Engineering Department,Campus B,Systems Engineer,10,0,2,0,0,0,South Africa,0,0,89,0,0,0.0,0,1,2,0,1,1,2026-08-12 20:35:30.531193,CLM030595,No override recorded,Confirmed - insider risk
AGENT00231,Melissa Whitman,2000-05-04,138 Bolton Street,,Manchester,CT,6040,71.0,22.0,0.30985915492957744,Project Management,Campus B,Project Coordinator,5,0,2,0,0,0,Russia,1,0,4,0,0,0.0,0,1,1,0,0,0,2026-04-04 20:35:30.531228,CLM019606,No override recorded,No findings
AGENT00232,Mildred Drummond,2017-01-10,1809 Cedar Drive,,Severn,MD,21144,27.0,7.0,0.25925925925925924,R&D Department,Campus A,Systems Engineer,8,0,3,1,0,0,Ukraine,0,0,2,0,0,0.0,0,0,0,0,0,0,2026-04-27 20:35:30.531261,CLM033784,No override recorded,No findings
AGENT00233,Carol Battles,1991-02-03,2732 West 67th Avenue,,Anchorage,AK,99502,28.0,4.0,0.14285714285714285,Operations and Manufacturing,Campus C,Manufacturing Engineer,22,0,2,0,0,0,USA,11,0,0,0,0,0.0,0,1,1,0,0,0,2026-07-09 20:35:30.531293,CLM010351,No override recorded,Unsubstantiated
AGENT00234,Marvin Ritter,2013-05-06,607 North 46th Avenue,,Fayetteville,AR,72704,33.0,8.0,0.24242424242424243,Engineering Department,Campus A,Design Engineer,20,1,3,1,0,0,Russia,1,0,0,0,0,0.0,0,1,1,0,0,0,2026-06-07 20:35:30.531333,CLM049391,Approved above authority limit,No findings
AGENT00235,Barbara Pearce,2008-02-28,18687 County Road 97,,Woodland,CA,95695,10.0,1.0,0.1,Operations and Manufacturing,Campus A,Secretary,14,0,1,0,0,0,Russia,8,0,0,0,0,0.0,0,1,1,0,0,0,2026-09-17 20:35:30.531372,CLM002732,No override recorded,No findings
AGENT00236,Jan Jones,1991-10-04,6624 Strawberry Lane,,Louisville,KY,40214,42.0,11.0,0.2619047619047619,Marketing and Business Development,Campus A,Marketing Manager,18,0,1,1,0,0,Morocco,24,0,0,0,0,0.0,0,1,1,0,0,0,2026-04-24 20:35:30.531406,CLM032827,No override recorded,No findings
AGENT00237,Julie Matthews,2013-06-29,1780 Poplar Ridge Road,,Pasadena,MD,21122,22.0,5.0,0.22727272727272727,Information Technology,Campus A,Information Security Specialist,12,0,1,1,0,0,Ethiopia,6,0,40,0,0,0.0,0,1,1,0,0,0,2026-06-28 20:35:30.531439,CLM031609,Approved above authority limit,No findings
AGENT00238,Robert Sampsell,2002-11-03,83 Kennedy Road,,Manchester,CT,6042,1.0,1.0,1.0,Marketing and Business Development,Campus C,Secretary,14,0,1,1,0,0,Israel,39,0,9,0,0,0.0,0,1,1,0,0,0,2026-07-31 20:35:30.531473,CLM012131,Approved above authority limit,No findings
AGENT00239,Mildred Howell,2009-05-21,9740 Rhythm Road,,Midwest City,OK,73130,39.0,8.0,0.20512820512820512,Human Resources,Campus A,Training Coordinator,4,1,1,0,0,0,UK,21,0,0,0,0,0.0,0,0,0,0,0,0,2026-04-05 20:35:30.531506,CLM002082,No override recorded,No findings
AGENT00240,Ruth Ferrell,2012-11-26,205 Homestead Street,#B3,Manchester,CT,6042,6.0,0.0,0.0,Operations and Manufacturing,Campus B,Warehouse Manager,10,0,1,0,0,0,Israel,1,0,6,0,0,0.0,0,0,0,0,0,0,2026-05-13 20:35:30.531538,CLM013343,Approved above authority limit,No findings
AGENT00241,Kevin Howard,2012-02-24,2036 Gorgas Street,,Montgomery,AL,36106,116.0,26.0,0.22413793103448276,Project Management,Campus A,Project Engineer,20,0,2,0,0,0,Georgia,21,0,0,0,0,0.0,0,1,1,0,0,0,2026-07-06 20:35:30.531569,CLM024316,No override recorded,No findings
AGENT00242,Nellie Holt,2017-09-04,709 Mildred Street,,Montgomery,AL,36104,132.0,44.0,0.3333333333333333,R&D Department,Campus C,Integration and Testing Engineer,26,0,2,0,0,0,Israel,0,0,123,0,0,0.0,0,1,1,0,1,1,2026-06-23 20:35:30.531602,CLM034775,No override recorded,Unsubstantiated
AGENT00243,Lindsay Bolin,2014-01-25,824 Main Street,D,Manchester,CT,6040,92.0,27.0,0.29347826086956524,R&D Department,Campus A,Integration and Testing Engineer,1,1,2,1,0,0,Israel,0,0,0,0,0,0.0,0,1,1,0,1,0,2026-05-07 20:35:30.531635,CLM017868,No override recorded,No findings
AGENT00244,David Dutton,2017-05-31,4876 Norris Road,,Fremont,CA,94536,18.0,4.0,0.2222222222222222,Engineering Department,Campus A,Process Engineer,8,0,2,0,0,1,Ethiopia,0,0,0,0,0,0.0,0,1,1,0,0,0,2026-05-09 20:35:30.531666,CLM038769,No override recorded,No findings
AGENT00245,Angelica Rayburn,2005-09-12,7 South University Avenue,#13,Fayetteville,AR,72701,1.0,0.0,0.0,Project Management,Campus A,Project Engineer,2,0,2,1,0,0,Israel,53,0,0,0,0,0.0,0,0,0,0,0,1,2026-05-21 20:35:30.531697,CLM020141,Unscheduled record access,Confirmed - insider risk
AGENT00246,Rafael Scott,2001-03-04,3440 Brookhaven Road,,Pasadena,MD,21122,125.0,32.0,0.256,Security and Information Security,Campus C,Cyber Analyst,14,0,3,0,0,0,Israel,5,1,0,0,0,0.0,0,0,0,0,0,0,2026-05-03 20:35:30.531728,CLM009736,No override recorded,No findings
AGENT00247,Brenda Estrada,2003-08-04,2245 Southwest Binkley Street,,Oklahoma City,OK,73119,20.0,7.0,0.35,Operations and Manufacturing,Campus B,Manufacturing Engineer,1,0,1,0,0,0,Israel,11,0,0,0,0,0.0,0,0,0,0,0,0,2026-07-23 20:35:30.531757,CLM026278,No override recorded,No findings
AGENT00248,Orville Noto,1991-05-17,3959 Fairlands Drive,,Pleasanton,CA,94588,149.0,35.0,0.2348993288590604,Information Technology,Campus A,Secretary,1,0,1,0,0,0,Russia,0,0,52,0,0,0.0,0,1,1,0,0,0,2026-06-09 20:35:30.531788,CLM014705,No override recorded,Unsubstantiated
AGENT00249,Clayton Bickers,2010-04-13,82 Lookout Mountain Drive,,Manchester,CT,6040,119.0,35.0,0.29411764705882354,R&D Department,Campus B,Systems Engineer,5,0,2,0,0,0,Ukraine,0,0,37,0,0,0.0,0,0,0,0,0,0,2026-08-14 20:35:30.531820,CLM040203,No override recorded,No findings
AGENT00250,Adrian Calderon,2002-06-28,3194 Bladensburg Road Northeast,,Washington,DC,20018,82.0,16.0,0.1951219512195122,Marketing and Business Development,Campus A,Secretary,3,0,2,0,0,0,Israel,16,0,0,0,0,0.0,0,0,0,0,0,0,2026-08-25 20:35:30.531851,CLM027643,No override recorded,No findings
AGENT00251,James Alexander,2015-02-24,201 Lee Boulevard,,Savannah,GA,31405,9.0,1.0,0.1111111111111111,Operations and Manufacturing,Campus B,Secretary,13,0,1,1,0,0,Israel,18,3,0,0,0,0.0,0,0,0,0,0,0,2026-05-29 20:35:30.531882,CLM011125,No override recorded,No findings
AGENT00252,Harold Bonn,1991-10-07,3815 Williams Street,,Anchorage,AK,99508,24.0,6.0,0.25,Legal and Regulation,Campus A,Regulatory Affairs Officer,4,0,4,0,0,0,Israel,117,0,0,0,0,0.0,0,0,0,0,0,0,2026-08-07 20:35:30.531913,CLM008999,No override recorded,No findings
AGENT00253,Michael Cauffman,1996-10-09,2802 US Highway 98,BLDG F,Mexico Beach,FL,32456,69.0,17.0,0.2463768115942029,Project Management,Campus C,Project Coordinator,11,0,2,0,0,0,Morocco,38,0,0,0,0,0.0,0,2,1,0,0,0,2026-07-13 20:35:30.531943,CLM044854,No override recorded,No findings
AGENT00254,Freda Dudley,2013-01-17,1363 Dean Forest Road,,Savannah,GA,31405,8.0,3.0,0.375,Operations and Manufacturing,Campus B,Logistics Manager,19,0,3,0,0,0,UK,15,0,0,0,0,0.0,0,2,1,0,0,0,2026-07-27 20:35:30.531973,CLM039174,No override recorded,No findings
AGENT00255,Dorothy Inabinet,2009-10-05,2613 Cottonwood Street,,Anchorage,AK,99508,9.0,3.0,0.3333333333333333,R&D Department,Campus C,Development Engineer (Hardware / Software / Mechanical),2,0,3,0,0,0,Israel,0,0,90,0,0,0.0,0,0,0,0,0,1,2026-04-21 20:35:30.532020,CLM002090,Unscheduled record access,Under investigation
AGENT00256,Margaret Styons,1995-09-09,803 Kay Lane,,Lynn Haven,FL,32444,37.0,8.0,0.21621621621621623,Project Management,Campus C,Project Manager,8,0,1,0,0,0,Romania,10,0,8,0,0,0.0,0,1,1,0,0,0,2026-06-18 20:35:30.532066,CLM041337,Approved above authority limit,No findings
AGENT00257,Floyd Ruiz,2002-06-22,954 Dowler Drive,,Eureka,CA,95501,107.0,24.0,0.22429906542056074,Information Technology,Campus A,BI Developer / Data Analyst,15,0,1,0,0,0,France,0,0,0,0,1,8.0,0,0,0,0,0,0,2026-04-11 20:35:30.532104,CLM018021,No override recorded,No findings
AGENT00258,Daniel Kissee,2014-09-13,66 Ocala Drive,,Nashville,TN,37013,34.0,6.0,0.17647058823529413,Engineering Department,Campus A,Systems Engineer,26,0,2,0,1,1,Israel,4,1,0,0,0,0.0,0,1,1,0,0,0,2026-06-08 20:35:30.532142,CLM030087,No override recorded,No findings
AGENT00259,Jerome Chittenden,2012-09-04,1349 Burkhart Avenue,,San Leandro,CA,94579,37.0,11.0,0.2972972972972973,Marketing and Business Development,Campus A,Secretary,11,0,1,0,0,0,Poland,6,0,0,0,0,0.0,0,2,1,0,0,0,2026-05-02 20:35:30.532177,CLM039745,No override recorded,No findings
AGENT00260,Cleveland Feyh,1991-08-28,595 West 54th Street,#4,Savannah,GA,31405,7.0,3.0,0.42857142857142855,Marketing and Business Development,Campus C,Secretary,13,0,1,0,0,0,Poland,113,58,0,0,0,0.0,0,2,1,0,0,1,2026-04-25 20:35:30.532211,CLM016607,Approved above authority limit,Under investigation
AGENT00261,Jorge Yusef,2000-11-21,204 North Holt Street,,Montgomery,AL,36104,40.0,13.0,0.325,Information Technology,Campus C,Enterprise Systems Developer (ERP / CRM / SAP),0,0,2,0,0,0,Israel,41,0,123,0,0,0.0,0,0,0,0,0,1,2026-04-22 20:35:30.532242,CLM044581,Unscheduled record access,Confirmed - insider risk
AGENT00262,Stuart Lopez,2002-06-23,4900 Cambridge Way,,Anchorage,AK,99503,194.0,43.0,0.22164948453608246,Marketing and Business Development,Campus A,Business Development Manager,10,0,1,0,0,0,Israel,3,0,0,0,0,0.0,0,1,1,0,0,0,2026-08-02 20:35:30.532274,CLM030179,Approved above authority limit,No findings
AGENT00263,Marita Swearengin,1991-11-04,2443 Sierra Nevada Road,#N5,Mammoth Lakes,CA,93546,8.0,1.0,0.125,Project Management,Campus C,Project Manager,7,0,2,0,0,1,Russia,4,0,0,0,0,0.0,0,2,1,0,0,0,2026-08-13 20:35:30.532307,CLM012550,No override recorded,No findings
AGENT00264,Alfredo Roy,2002-05-31,1194 Cragmont Avenue,M,Berkeley,CA,94708,37.0,12.0,0.32432432432432434,Project Management,Campus C,Project Manager,7,0,3,1,0,0,Sudan,5,1,0,0,0,0.0,0,1,1,0,0,0,2026-04-29 20:35:30.532381,CLM011559,No override recorded,No findings
AGENT00265,Roberta Lewis,2000-06-01,6609 Westshire Drive,,Louisville,KY,40258,110.0,29.0,0.2636363636363636,Information Technology,Campus C,Information Security Specialist,23,0,1,0,0,0,Israel,0,0,127,1,0,0.0,0,2,1,0,0,1,2026-05-04 20:35:30.532418,CLM024285,Unscheduled record access,Under investigation
AGENT00266,Theresa Pelfrey,2015-09-01,7529 West 72nd Avenue,#4,Arvada,CO,80003,57.0,11.0,0.19298245614035087,Engineering Department,Campus B,Process Engineer,13,0,2,0,0,0,Sudan,7,1,8,0,0,0.0,0,0,0,0,0,0,2026-09-04 20:35:30.532451,CLM037126,No override recorded,No findings
AGENT00267,Richard Sideris,1999-10-09,6435 West Hillsborough Avenue,#Lot 11,Tampa,FL,33634,55.0,9.0,0.16363636363636364,Information Technology,Campus B,Enterprise Systems Developer (ERP / CRM / SAP),26,0,1,0,0,0,Russia,0,0,40,0,0,0.0,0,0,0,0,0,0,2026-03-29 20:35:30.532484,CLM021912,No override recorded,No findings
AGENT00268,Ryan Lehman,2004-08-29,3500 Blanchard Drive Southwest,,Washington,DC,20032,49.0,11.0,0.22448979591836735,Human Resources,Campus B,Secretary,1,0,1,0,0,0,Germany,40,0,0,0,0,0.0,0,0,0,0,0,0,2026-07-31 20:35:30.532518,CLM049670,No override recorded,Unsubstantiated
AGENT00269,Lorraine Johnson,2011-09-27,114 Middle Road,,,VT,5488,20.0,4.0,0.2,R&D Department,Campus A,Integration and Testing Engineer,18,0,3,0,0,0,Israel,2,0,39,0,0,0.0,0,0,0,0,0,0,2026-04-17 20:35:30.532553,CLM021342,No override recorded,No findings
AGENT00270,Robert Inks,2017-01-18,6315 North Oro Vista Court,,Litchfield Park,AZ,85340,14.0,2.0,0.14285714285714285,Engineering Department,Campus A,Design Engineer,20,0,2,1,0,0,Israel,0,0,0,0,0,0.0,0,2,1,0,0,0,2026-06-26 20:35:30.532587,CLM013293,No override recorded,No findings
AGENT00271,John Krammes,2008-02-08,5631 West Colter Street,#2129,Glendale,AZ,85301,84.0,14.0,0.16666666666666666,Operations and Manufacturing,Campus B,Operations Manager,5,0,2,0,1,0,Israel,0,0,0,0,0,0.0,0,0,0,0,0,0,2026-05-15 20:35:30.532619,CLM004709,No override recorded,No findings
AGENT00272,Jordon Morris,2007-08-03,16 Pine Hill Street,,Manchester,CT,6042,76.0,19.0,0.25,R&D Department,Campus B,Secretary,1,1,3,0,0,0,Israel,0,0,0,0,0,0.0,0,0,0,0,0,0,2026-04-06 20:35:30.532651,CLM021947,No override recorded,No findings
AGENT00273,Belinda Robertson,2002-11-06,3142 West Finger Road,,Fayetteville,AR,72701,86.0,18.0,0.20930232558139536,R&D Department,Campus C,Algorithm Engineer,0,0,2,1,1,0,Russia,0,0,0,0,0,0.0,0,1,1,0,0,0,2026-05-13 20:35:30.532684,CLM009118,No override recorded,No findings
AGENT00274,Jenny Blessing,1999-10-01,398 Gove Hill Road,,Thetford,VT,5075,94.0,30.0,0.3191489361702128,Engineering Department,Campus C,Head of Engineering,22,0,3,0,0,0,Israel,4,2,0,0,0,0.0,0,1,1,0,0,1,2026-06-07 20:35:30.532716,CLM016993,Approved above authority limit,Confirmed - insider risk
AGENT00275,John Kirby,2002-01-05,100 Fenwick Village Drive,,Savannah,GA,31419,24.0,6.0,0.25,R&D Department,Campus A,Head of R&D,9,0,3,0,0,0,Russia,1,0,39,0,0,0.0,0,1,1,0,0,0,2026-07-18 20:35:30.532748,CLM044909,No override recorded,No findings
AGENT00276,Michael Robbins,1996-07-07,3337 Woodpark Court,,Montgomery,AL,36116,30.0,7.0,0.23333333333333334,R&D Department,Campus C,Algorithm Engineer,0,0,2,1,1,0,Russia,0,0,23,0,0,0.0,0,1,1,0,0,0,2026-09-10 20:35:30.532780,CLM000403,Approved above authority limit,No findings
AGENT00277,Joseph Elmore,2015-05-22,8506 West 54th Avenue,#205,Arvada,CO,80002,68.0,20.0,0.29411764705882354,Human Resources,Campus A,HR Manager,9,0,2,1,0,1,Ukraine,49,0,0,0,0,0.0,0,2,1,0,0,0,2026-09-06 20:35:30.532810,CLM009564,No override recorded,Unsubstantiated
AGENT00278,Patricia Tucker,2007-06-12,313 Lone Oak Drive,,Norman,OK,73071,39.0,11.0,0.28205128205128205,Operations and Manufacturing,Campus B,Operations Manager,14,1,1,0,0,0,India,4,0,0,0,0,0.0,0,1,1,0,0,0,2026-07-20 20:35:30.532842,CLM001528,Approved above authority limit,No findings
AGENT00279,Claude High,1995-04-09,310 Timrod Road,,Manchester,CT,6040,43.0,11.0,0.2558139534883721,Marketing and Business Development,Campus A,Bid Coordinator,8,0,3,0,0,0,Israel,0,0,17,0,0,0.0,0,1,1,0,0,0,2026-04-03 20:35:30.532873,CLM024149,No override recorded,No findings
AGENT00280,Randy Wren,2008-06-18,412 West Ila Street,,Fayetteville,AR,72701,80.0,15.0,0.1875,Operations and Manufacturing,Campus A,Operations Manager,21,0,2,0,0,1,Germany,8,0,0,0,0,0.0,0,0,0,0,0,0,2026-09-03 20:35:30.532905,CLM039199,No override recorded,No findings
AGENT00281,Ann Campos,2009-06-05,3605 Normandy Place South,,Nashville,TN,37209,102.0,25.0,0.24509803921568626,Marketing and Business Development,Campus C,Marketing Manager,12,0,1,0,0,1,Israel,36,0,0,0,0,0.0,0,1,1,0,0,0,2026-07-31 20:35:30.532937,CLM028664,No override recorded,No findings
AGENT00282,Marty Lanier,2016-07-22,5472 Sunstar Common,,Fremont,CA,94555,14.0,6.0,0.42857142857142855,R&D Department,Campus B,Integration and Testing Engineer,15,0,3,1,0,0,Ethiopia,0,0,0,0,0,0.0,0,0,0,0,0,0,2026-09-08 20:35:30.532969,CLM029961,No override recorded,No findings
AGENT00283,Stefani Good,2000-03-11,7770 West Bell Road,,Glendale,AZ,85308,25.0,4.0,0.16,Project Management,Campus B,Project Coordinator,14,0,1,0,0,0,Ethiopia,14,0,0,0,0,0.0,0,0,0,0,0,0,2026-04-09 20:35:30.533001,CLM003014,No override recorded,No findings
AGENT00284,Laura Carroll,2007-05-31,7144 Marlborough Terrace,,Berkeley,CA,94705,3.0,1.0,0.3333333333333333,R&D Department,Campus C,Systems Engineer,1,0,3,0,0,0,Canada,0,0,86,0,0,0.0,0,1,3,0,1,0,2026-07-13 20:35:30.533065,CLM028958,No override recorded,No findings
AGENT00285,Anthony Leatherwood,2009-03-21,2008 Ashton Avenue,,Nashville,TN,37218,35.0,11.0,0.3142857142857143,Marketing and Business Development,Campus A,Business Development Manager,19,0,1,0,0,0,Israel,191,0,0,0,0,0.0,0,1,1,0,0,1,2026-08-27 20:35:30.533102,CLM032808,No override recorded,Confirmed - insider risk
AGENT00286,Hans Woodward,1994-04-13,2A Cleveland Park Rd,,Freetown,MA,2717,2.0,1.0,0.5,Project Management,Campus A,Project Coordinator,21,0,1,0,0,0,Ukraine,1,0,11,0,0,0.0,0,0,0,0,0,0,2026-07-13 20:35:30.533136,CLM043766,No override recorded,No findings
AGENT00287,Barbera Payne,2007-04-19,8112 Equestrian Drive,,Severn,MD,21144,28.0,8.0,0.2857142857142857,Operations and Manufacturing,Campus C,Manufacturing Engineer,19,0,3,0,0,0,Ukraine,38,0,0,0,0,0.0,0,2,1,0,0,0,2026-07-28 20:35:30.533171,CLM001782,Approved above authority limit,No findings
AGENT00288,Michael Fowler,2002-10-08,1500 South Division Street,,Guthrie,OK,73044,35.0,5.0,0.14285714285714285,Project Management,Campus B,Project Manager,10,0,1,0,0,0,Romania,8,0,0,0,0,0.0,0,2,1,0,0,0,2026-04-17 20:35:30.533204,CLM026293,No override recorded,No findings
AGENT00289,Kayla Pearson,1998-09-06,5556 West Northview Avenue,,Glendale,AZ,85301,15.0,5.0,0.3333333333333333,Information Technology,Campus A,Enterprise Systems Developer (ERP / CRM / SAP),18,0,2,0,0,0,Brazil,0,0,92,0,0,0.0,0,0,0,0,0,1,2026-06-20 20:35:30.533236,CLM034504,Bypassed secondary verification,Confirmed - insider risk
AGENT00290,Marjorie Roberts,1990-06-25,6604 Northwest 130th Street,,Oklahoma City,OK,73142,37.0,11.0,0.2972972972972973,R&D Department,Campus B,Algorithm Engineer,3,0,2,0,0,0,Israel,0,0,45,0,0,0.0,0,1,1,0,0,0,2026-04-14 20:35:30.533270,CLM010482,No override recorded,No findings
AGENT00291,Jeff Johnson,1995-01-06,9302 West 58th Avenue,,Arvada,CO,80002,3.0,0.0,0.0,Engineering Department,Campus A,Secretary,4,0,2,1,0,0,Israel,0,0,38,0,0,0.0,0,1,1,0,1,0,2026-07-22 20:35:30.533302,CLM000362,No override recorded,No findings
AGENT00292,Agnes Alsip,2018-01-23,57 Hidden Lake Court,,Savannah,GA,31419,2.0,1.0,0.5,Project Management,Campus C,Secretary,14,1,2,0,0,0,Russia,0,0,0,0,1,5.0,0,0,0,0,0,0,2026-09-16 20:35:30.533342,CLM037495,Approved above authority limit,No findings
AGENT00293,Judy Drinkwater,1993-10-31,8467 Chase Drive,,Arvada,CO,80003,72.0,22.0,0.3055555555555556,R&D Department,Campus B,Systems Engineer,22,0,2,0,0,0,Syria,9,0,0,0,0,0.0,0,1,1,0,0,0,2026-05-20 20:35:30.533380,CLM011607,No override recorded,No findings
AGENT00294,Gary Scott,2008-04-25,7800 River Mist Avenue,,Bakersfield,CA,93313,17.0,5.0,0.29411764705882354,Project Management,Campus A,Project Manager,17,1,1,0,0,0,Germany,0,0,7,0,0,0.0,0,0,0,0,0,0,2026-06-06 20:35:30.533416,CLM034228,No override recorded,No findings
AGENT00295,Alfred Hensley,2001-06-30,815 West Market Street,#6,Louisville,KY,40202,13.0,4.0,0.3076923076923077,Information Technology,Campus C,Enterprise Systems Developer (ERP / CRM / SAP),5,0,3,0,0,0,Israel,11,3,46,0,0,0.0,0,1,1,0,0,0,2026-04-09 20:35:30.533450,CLM022582,Approved above authority limit,No findings
AGENT00296,Vernon Stanfield,2005-04-21,1915 Dean Forest Road,,Pooler,GA,31322,31.0,6.0,0.1935483870967742,Project Management,Campus C,Project Manager,8,0,3,0,0,1,Morocco,13,0,0,0,0,0.0,0,0,0,0,0,0,2026-08-27 20:35:30.533483,CLM047178,No override recorded,No findings
AGENT00297,David Parkin,1995-02-14,15 Cranberry Hill Road,,Thetford,VT,5043,67.0,19.0,0.2835820895522388,Marketing and Business Development,Campus A,Marketing Manager,17,0,1,0,0,0,South Africa,33,9,3,0,0,0.0,0,0,0,0,0,0,2026-06-07 20:35:30.533515,CLM038365,No override recorded,No findings
AGENT00298,Mickey Flanigan,2013-12-13,7720 Allison Street,#105,Arvada,CO,80005,12.0,6.0,0.5,Operations and Manufacturing,Campus B,Secretary,16,0,1,0,0,0,Canada,12,0,0,0,0,0.0,0,0,0,0,0,0,2026-04-19 20:35:30.533549,CLM003240,No override recorded,No findings
AGENT00299,Virginia Huston,2000-02-20,29 Lucian Street,,Manchester,CT,6040,38.0,10.0,0.2631578947368421,Project Management,Campus A,Project Manager,20,0,3,0,0,1,Ukraine,13,0,0,0,0,0.0,0,0,0,0,0,0,2026-08-16 20:35:30.533581,CLM027096,No override recorded,No findings
AGENT00300,Sean Tate,2007-08-11,3722 Kisling Loop,,Tyndall Air Force Base,FL,32403,5.0,1.0,0.2,R&D Department,Campus C,Integration and Testing Engineer,6,0,2,0,0,0,USA,0,0,43,0,0,0.0,0,0,0,0,0,0,2026-04-20 20:35:30.533613,CLM024322,No override recorded,Unsubstantiated
AGENT00301,Devorah Mignot,1995-10-19,3500 Blanchard Drive Southwest,,Washington,DC,20032,1.0,0.0,0.0,Operations and Manufacturing,Campus C,Manufacturing Engineer,19,0,3,0,0,0,Ukraine,2,0,9,0,0,0.0,0,2,1,0,0,0,2026-04-22 20:35:30.533645,CLM005970,No override recorded,Unsubstantiated
AGENT00302,Brenda Trent,1997-08-27,7506 Harvey Street,,Panama City,FL,32404,38.0,10.0,0.2631578947368421,Project Management,Campus B,Project Manager,7,0,2,1,0,0,Israel,4,0,0,0,0,0.0,0,2,1,0,0,0,2026-07-25 20:35:30.533677,CLM006918,No override recorded,No findings
AGENT00303,Deana Hetzler,2007-04-11,8293 Grayson Grove,,Montgomery,AL,36117,23.0,3.0,0.13043478260869565,Marketing and Business Development,Campus A,Marketing Manager,7,0,2,0,0,0,Israel,42,12,0,0,0,0.0,0,2,1,0,0,0,2026-07-31 20:35:30.533708,CLM022952,No override recorded,No findings
AGENT00304,Andrea Storey,2010-08-22,32512 Christine Drive,,Union City,CA,94587,47.0,13.0,0.2765957446808511,R&D Department,Campus A,Head of R&D,8,0,2,0,0,0,Ukraine,16,0,0,0,0,0.0,0,0,0,0,0,0,2026-04-23 20:35:30.533740,CLM014883,No override recorded,No findings
AGENT00305,Randall Gutierrez,1997-08-15,3111 Gentilly Court,,Montgomery,AL,36116,53.0,8.0,0.1509433962264151,Finance,Campus B,Finance Manager,9,0,2,0,0,0,Israel,46,0,0,0,0,0.0,0,1,1,0,0,0,2026-06-06 20:35:30.533772,CLM019696,No override recorded,No findings
AGENT00306,Mary Talley,2010-02-07,2014 Clemens Road,,Oakland,CA,94602,153.0,38.0,0.24836601307189543,Engineering Department,Campus C,Design Engineer,12,0,3,0,0,0,Israel,7,0,0,0,0,0.0,0,1,1,0,0,0,2026-06-02 20:35:30.533804,CLM032253,No override recorded,Unsubstantiated
AGENT00307,John Roberts,2005-07-16,11933 West 71st Avenue,,Arvada,CO,80004,26.0,5.0,0.19230769230769232,R&D Department,Campus A,Integration and Testing Engineer,12,0,2,0,0,0,France,0,0,0,0,0,0.0,0,1,1,0,0,0,2026-07-13 20:35:30.533837,CLM003415,No override recorded,No findings
AGENT00308,Ernesto Brown,1998-04-27,4182 North Valley Lake Drive,#4,Fayetteville,AR,72703,11.0,2.0,0.18181818181818182,Human Resources,Campus A,Secretary,2,0,3,0,0,0,Israel,11,0,0,0,0,0.0,0,2,1,0,0,0,2026-08-09 20:35:30.533867,CLM019459,No override recorded,No findings
