document_id,Customer_ID,Claim_ID,upload_time,file_type,file_size_kb,document_type,ocr_text,duplicate_group_id,linked_identity_change,document_similarity_score,document_similarity_flag
DOC-00079,CUST005171,CLM022899,2026-05-05 20:35:30,PNG,3727,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Albert Vincent. ID Number: 583-28-1265. Date of Birth: 1992-09-05. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-01-27.,DUPGRP-009,0,0.928,HIGH
DOC-00080,CUST008077,CLM047432,2026-08-05 20:35:30,JPG,3587,investigation_note,INVESTIGATION NOTE. Case relates to claimant Nicholas Long. Flagged for review due to unusual document upload pattern following identity change on 2026-02-24. Staff override recorded by Kurt Wagner. Additional photographic evidence submitted separately. Customer contacted via telephone for confirmation.,,0,0.922,HIGH
DOC-00081,CUST006257,CLM028172,2026-08-28 20:35:30,PDF,2090,investigation_note,INVESTIGATION NOTE. Case relates to claimant Jamie Escobar. Flagged for review due to unusual document upload pattern following identity change on 2024-09-20. Staff override recorded by Dawn Brown. Customer contacted via telephone for confirmation.,,0,0.804,MEDIUM
DOC-00082,CUST009296,CLM034362,2026-06-02 20:35:30,PNG,3799,investigation_note,INVESTIGATION NOTE. Case relates to claimant Sheryl Gutierrez. Flagged for review due to unusual document upload pattern following identity change on 2025-07-08. Staff override recorded by Jeremy Peck. Supporting documents received by email attachment.,,0,0.799,MEDIUM
DOC-00083,CUST003075,CLM009549,2026-06-02 20:35:30,JPG,374,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Todd Armstrong. ID Number: 184-59-9672. Date of Birth: 2002-09-18. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-01-25. Supporting documents received by email attachment.,,0,0.792,MEDIUM
DOC-00084,CUST019427,CLM012142,2026-06-26 20:35:30,DOCX,254,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Carla Thomas. ID Number: 051-14-6832. Date of Birth: 2008-05-07. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2024-11-20. Supporting documents received by email attachment.,,0,0.78,MEDIUM
DOC-00085,CUST016812,CLM047552,2026-04-16 20:35:30,PDF,460,investigation_note,INVESTIGATION NOTE. Case relates to claimant Veronica Rice. Flagged for review due to unusual document upload pattern following identity change on 2024-12-30. Staff override recorded by Nathaniel Jacobs. Supporting documents received by email attachment. Additional photographic evidence submitted separately.,,0,0.679,LOW
DOC-00086,CUST015865,CLM033515,2026-05-05 20:35:30,PDF,3500,claim_form,"INSURANCE CLAIM FORM. Claimant: Michael Marsh. Policy Number: POL-207583. Date of Incident: 2025-02-07. Description: Vehicle damage sustained in a collision on Jamie Camp. Estimated repair cost: N$ 27,979. Signed: Michael Marsh. Supporting documents received by email attachment. Handled by branch office during standard working hours.",,0,0.624,LOW
DOC-00087,CUST012100,CLM003993,2026-07-04 20:35:30,JPG,1012,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Gregory Flores. ID Number: 188-90-5413. Date of Birth: 1996-06-17. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-01-24. Customer contacted via telephone for confirmation. Follow-up scheduled with the claims handler within 5 working days.,,0,0.911,HIGH
DOC-00088,CUST000815,CLM048843,2026-07-25 20:35:30,PDF,722,kyc_update,"KYC UPDATE FORM. Customer: Leslie Mueller. Previous Address: 58008 Rodriguez Haven Apt. 369, Garrettfurt, MO 50513. New Address: 272 Angela Ville, Maryberg, LA 88327. Reason for change: relocation. Verified by staff member on 2025-01-22. Additional photographic evidence submitted separately. Follow-up scheduled with the claims handler within 5 working days.",,0,0.492,LOW
DOC-00089,CUST010377,CLM034892,2026-05-04 20:35:30,DOCX,1637,kyc_update,"KYC UPDATE FORM. Customer: Adam Wong. Previous Address: 894 Rebecca Place, South Shawnfort, OK 96683. New Address: 4209 Acosta Port Suite 079, New Brett, LA 97150. Reason for change: relocation. Verified by staff member on 2026-03-20. Customer contacted via telephone for confirmation.",,0,0.51,LOW
DOC-00090,CUST006899,CLM024918,2026-03-29 20:35:30,PNG,3720,kyc_update,"KYC UPDATE FORM. Customer: Donna Miller. Previous Address: 8366 Baker Pines Suite 047, Gregoryhaven, TX 05877. New Address: 9454 Lang Glens Suite 739, New Matthew, UT 24083. Reason for change: relocation. Verified by staff member on 2025-10-18. Handled by branch office during standard working hours.",,0,0.536,LOW
DOC-00091,CUST006547,CLM049274,2026-06-04 20:35:30,PNG,2853,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Adam Smith. ID Number: 538-14-7307. Date of Birth: 1971-02-05. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-09-07.,DUPGRP-010,0,1.0,HIGH
DOC-00092,CUST007095,CLM036321,2026-08-11 20:35:30,DOCX,3660,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Adam Smith. ID Number: 538-14-7307. Date of Birth: 1971-02-05. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-09-07.,DUPGRP-010,0,1.0,HIGH
DOC-00093,CUST007348,CLM018850,2026-03-22 20:35:30,JPG,1843,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Adam Smith. ID Number: 392-50-5451. Date of Birth: 2008-06-23. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-06-24.,DUPGRP-010,0,0.906,HIGH
DOC-00094,CUST009302,CLM031652,2026-08-21 20:35:30,PNG,181,kyc_update,"KYC UPDATE FORM. Customer: James Smith. Previous Address: 8700 Brown Turnpike Apt. 613, Bentleyside, FL 97632. New Address: 27079 John Run, North Gerald, AR 40784. Reason for change: relocation. Verified by staff member on 2026-06-05. Follow-up scheduled with the claims handler within 5 working days. Handled by branch office during standard working hours.",,0,0.529,LOW
DOC-00095,CUST010753,CLM021972,2026-05-29 20:35:30,DOCX,1044,investigation_note,INVESTIGATION NOTE. Case relates to claimant Anne Carr. Flagged for review due to unusual document upload pattern following identity change on 2026-04-23. Staff override recorded by Amy Roth. Follow-up scheduled with the claims handler within 5 working days. Additional photographic evidence submitted separately.,,0,0.804,MEDIUM
DOC-00096,CUST013043,CLM023039,2026-04-18 20:35:30,DOCX,2757,claim_form,"INSURANCE CLAIM FORM. Claimant: Tracy Wells. Policy Number: POL-248918. Date of Incident: 2025-07-10. Description: Vehicle damage sustained in a collision on Ernest Cape. Estimated repair cost: N$ 12,433. Signed: Tracy Wells.",DUPGRP-011,0,0.836,MEDIUM
DOC-00097,CUST010437,CLM035972,2026-05-13 20:35:30,PNG,1754,claim_form,"INSURANCE CLAIM FORM. Claimant: Tracy Wells. Policy Number: POL-515711. Date of Incident: 2025-04-27. Description: Vehicle damage sustained in a collision on Thomas Oval. Estimated repair cost: N$ 59,886. Signed: Tracy Wells.",DUPGRP-011,0,0.471,LOW
DOC-00098,CUST004451,CLM002045,2026-05-14 20:35:30,PDF,808,investigation_note,INVESTIGATION NOTE. Case relates to claimant Sara Ramirez. Flagged for review due to unusual document upload pattern following identity change on 2025-12-04. Staff override recorded by Nancy Wright. Follow-up scheduled with the claims handler within 5 working days. Supporting documents received by email attachment.,,0,0.686,LOW
DOC-00099,CUST012092,CLM017725,2026-06-22 20:35:30,PNG,1726,claim_form,"INSURANCE CLAIM FORM. Claimant: Patricia Taylor. Policy Number: POL-834814. Date of Incident: 2026-06-09. Description: Vehicle damage sustained in a collision on Peter Fall. Estimated repair cost: N$ 33,668. Signed: Patricia Taylor. Customer contacted via telephone for confirmation. Additional photographic evidence submitted separately.",,0,0.64,LOW
DOC-00100,CUST018401,CLM037829,2026-07-17 20:35:30,PNG,3474,kyc_update,"KYC UPDATE FORM. Customer: David Washington. Previous Address: Unit 8854 Box 7492, DPO AP 95992. New Address: PSC 7517, Box 0281, APO AA 03751. Reason for change: relocation. Verified by staff member on 2024-11-12.",DUPGRP-012,0,0.629,LOW
DOC-00101,CUST007895,CLM011859,2026-08-29 20:35:30,PNG,3217,kyc_update,"KYC UPDATE FORM. Customer: David Washington. Previous Address: 842 Mary Square, East John, AZ 42001. New Address: 5238 Elizabeth Key Apt. 578, New Kevin, PW 03767. Reason for change: relocation. Verified by staff member on 2024-11-23.",DUPGRP-012,0,0.643,LOW
DOC-00102,CUST011143,CLM028743,2026-08-01 20:35:30,PNG,1749,kyc_update,"KYC UPDATE FORM. Customer: David Washington. Previous Address: 834 Andrew Plain, Rhodesland, NY 52198. New Address: 980 Sanders Stravenue Suite 565, West Michaelport, NV 74036. Reason for change: relocation. Verified by staff member on 2025-03-29.",DUPGRP-012,0,0.57,LOW
DOC-00103,CUST017476,CLM009071,2026-04-01 20:35:30,DOCX,1218,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Nicholas Wallace. ID Number: 295-54-2939. Date of Birth: 1979-03-29. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2024-12-29. Follow-up scheduled with the claims handler within 5 working days. Additional photographic evidence submitted separately.,,0,0.68,LOW
DOC-00104,CUST019883,CLM014989,2026-08-26 20:35:30,PDF,2676,claim_form,"INSURANCE CLAIM FORM. Claimant: Thomas Kelly. Policy Number: POL-146671. Date of Incident: 2026-08-16. Description: Vehicle damage sustained in a collision on Robert Club. Estimated repair cost: N$ 36,221. Signed: Thomas Kelly. Follow-up scheduled with the claims handler within 5 working days.",,0,0.702,MEDIUM
DOC-00105,CUST016903,CLM024788,2026-09-17 20:35:30,JPG,2261,claim_form,"INSURANCE CLAIM FORM. Claimant: Adam Davis. Policy Number: POL-114955. Date of Incident: 2026-07-30. Description: Vehicle damage sustained in a collision on Scott Coves. Estimated repair cost: N$ 10,880. Signed: Adam Davis.",DUPGRP-013,0,0.422,LOW
DOC-00106,CUST005786,CLM003519,2026-05-29 20:35:30,JPG,3369,claim_form,"INSURANCE CLAIM FORM. Claimant: Adam Davis. Policy Number: POL-102235. Date of Incident: 2025-09-18. Description: Vehicle damage sustained in a collision on Samantha Ford. Estimated repair cost: N$ 8,309. Signed: Adam Davis.",DUPGRP-013,0,0.484,LOW
DOC-00107,CUST015364,CLM017389,2026-04-08 20:35:30,JPG,1487,claim_form,"INSURANCE CLAIM FORM. Claimant: Adam Davis. Policy Number: POL-921662. Date of Incident: 2025-11-15. Description: Vehicle damage sustained in a collision on Kim Shoals. Estimated repair cost: N$ 33,878. Signed: Adam Davis.",DUPGRP-013,0,0.901,HIGH
DOC-00108,CUST008980,CLM026725,2026-04-22 20:35:30,PNG,294,kyc_update,"KYC UPDATE FORM. Customer: Oscar Greer. Previous Address: 4796 Miranda Haven, Bryanshire, AZ 17304. New Address: 905 Davis Key Suite 650, East Jimmy, ME 78165. Reason for change: relocation. Verified by staff member on 2025-08-31. Handled by branch office during standard working hours. Supporting documents received by email attachment.",,0,0.421,LOW
DOC-00109,CUST007058,CLM040638,2026-08-28 20:35:30,JPG,3784,claim_form,"INSURANCE CLAIM FORM. Claimant: Michael Melton. Policy Number: POL-805372. Date of Incident: 2025-05-17. Description: Vehicle damage sustained in a collision on Simmons Key. Estimated repair cost: N$ 75,368. Signed: Michael Melton. Follow-up scheduled with the claims handler within 5 working days. Supporting documents received by email attachment.",,0,0.734,MEDIUM
DOC-00110,CUST011916,CLM048727,2026-06-07 20:35:30,DOCX,3273,investigation_note,INVESTIGATION NOTE. Case relates to claimant Debra Mitchell. Flagged for review due to unusual document upload pattern following identity change on 2026-04-02. Staff override recorded by Michael Young. Customer contacted via telephone for confirmation.,,0,0.788,MEDIUM
DOC-00111,CUST006779,CLM030132,2026-08-23 20:35:30,DOCX,205,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Alisha Rasmussen. ID Number: 819-07-3927. Date of Birth: 1965-05-20. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-01-29.,DUPGRP-014,0,1.0,HIGH
DOC-00112,CUST011823,CLM036343,2026-04-15 20:35:30,PNG,714,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Alisha Rasmussen. ID Number: 054-83-3011. Date of Birth: 1987-04-05. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-05-27.,DUPGRP-014,0,0.919,HIGH
DOC-00113,CUST004109,CLM012653,2026-06-16 20:35:30,JPG,2011,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Alisha Rasmussen. ID Number: 819-07-3927. Date of Birth: 1965-05-20. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-01-29.,DUPGRP-014,0,1.0,HIGH
DOC-00114,CUST006089,CLM007036,2026-04-03 20:35:30,PNG,2010,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Travis Leblanc. ID Number: 597-88-7507. Date of Birth: 1955-09-07. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-03-15.,DUPGRP-015,0,0.918,HIGH
DOC-00115,CUST005501,CLM031836,2026-07-21 20:35:30,PNG,3854,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Travis Leblanc. ID Number: 204-34-2765. Date of Birth: 1953-08-06. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-05-19.,DUPGRP-015,0,0.923,HIGH
DOC-00116,CUST018706,CLM044900,2026-05-18 20:35:30,PDF,140,kyc_update,"KYC UPDATE FORM. Customer: Walter Hansen. Previous Address: 28499 Brandy Avenue Apt. 613, Rhodesmouth, AK 37762. New Address: 5915 Anthony Mount, Gibsonview, PA 86747. Reason for change: relocation. Verified by staff member on 2025-01-12. Customer contacted via telephone for confirmation.",,0,0.472,LOW
DOC-00117,CUST004174,CLM020881,2026-04-07 20:35:30,PDF,3002,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Wayne Douglas. ID Number: 615-55-1479. Date of Birth: 1994-08-03. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-06-01. Customer contacted via telephone for confirmation.,,0,0.856,MEDIUM
DOC-00118,CUST008948,CLM013559,2026-07-04 20:35:30,DOCX,1697,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Kristen Lowery. ID Number: 097-60-9314. Date of Birth: 1997-11-08. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-08-26.,DUPGRP-016,0,1.0,HIGH
DOC-00119,CUST006265,CLM009568,2026-06-06 20:35:30,JPG,224,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Kristen Lowery. ID Number: 097-60-9314. Date of Birth: 1997-11-08. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-08-26.,DUPGRP-016,0,1.0,HIGH
DOC-00120,CUST016576,CLM024073,2026-05-12 20:35:30,PNG,1042,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Kristen Lowery. ID Number: 014-22-7818. Date of Birth: 1977-05-26. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-06-08.,DUPGRP-016,0,0.918,HIGH
DOC-00121,CUST017371,CLM007959,2026-06-07 20:35:30,DOCX,1683,kyc_update,"KYC UPDATE FORM. Customer: John Smith. Previous Address: 341 Anderson Flats, New Travis, WY 55024. New Address: USCGC Torres, FPO AE 73485. Reason for change: relocation. Verified by staff member on 2026-02-07. Additional photographic evidence submitted separately.",,0,0.693,LOW
DOC-00122,CUST004532,CLM027151,2026-05-07 20:35:30,DOCX,1814,kyc_update,"KYC UPDATE FORM. Customer: Albert Ibarra. Previous Address: 8214 Espinoza Mall Suite 328, Cobbberg, AS 56707. New Address: 8507 Kayla Stravenue Apt. 155, Holdenburgh, NE 08557. Reason for change: relocation. Verified by staff member on 2025-08-15. Follow-up scheduled with the claims handler within 5 working days. Supporting documents received by email attachment.",,0,0.392,LOW
DOC-00123,CUST007723,CLM033135,2026-09-08 20:35:30,DOCX,81,investigation_note,INVESTIGATION NOTE. Case relates to claimant Andrew Nielsen. Flagged for review due to unusual document upload pattern following identity change on 2025-05-01. Staff override recorded by Kenneth Levine. Handled by branch office during standard working hours.,,0,0.889,MEDIUM
DOC-00124,CUST006842,CLM048034,2026-05-31 20:35:30,PDF,1354,investigation_note,INVESTIGATION NOTE. Case relates to claimant Brenda Gray. Flagged for review due to unusual document upload pattern following identity change on 2026-08-26. Staff override recorded by Ashley Black. Supporting documents received by email attachment.,,0,0.794,MEDIUM
DOC-00125,CUST014998,CLM018161,2026-08-30 20:35:30,PDF,1632,investigation_note,INVESTIGATION NOTE. Case relates to claimant Mary Hernandez. Flagged for review due to unusual document upload pattern following identity change on 2025-10-31. Staff override recorded by Ann Weber. Additional photographic evidence submitted separately.,,0,0.801,MEDIUM
DOC-00126,CUST011993,CLM016577,2026-06-05 20:35:30,JPG,3884,claim_form,"INSURANCE CLAIM FORM. Claimant: Paul Cruz Jr.. Policy Number: POL-734605. Date of Incident: 2026-06-22. Description: Vehicle damage sustained in a collision on Aaron Orchard. Estimated repair cost: N$ 52,518. Signed: Paul Cruz Jr.. Additional photographic evidence submitted separately.",,0,0.692,LOW
DOC-00127,CUST009827,CLM027451,2026-07-21 20:35:30,PNG,3273,claim_form,"INSURANCE CLAIM FORM. Claimant: April Smith. Policy Number: POL-506343. Date of Incident: 2026-01-28. Description: Vehicle damage sustained in a collision on Jackson Fields. Estimated repair cost: N$ 55,311. Signed: April Smith. Follow-up scheduled with the claims handler within 5 working days. Additional photographic evidence submitted separately.",,0,0.626,LOW
DOC-00128,CUST003515,CLM044153,2026-04-23 20:35:30,DOCX,1184,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Peter Stephenson. ID Number: 387-41-1066. Date of Birth: 1996-02-08. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2024-12-17. Customer contacted via telephone for confirmation.,,0,0.777,MEDIUM
DOC-00129,CUST011087,CLM044018,2026-08-22 20:35:30,PNG,850,investigation_note,INVESTIGATION NOTE. Case relates to claimant Jordan Kelly. Flagged for review due to unusual document upload pattern following identity change on 2026-04-20. Staff override recorded by Mr. Cody Taylor. Supporting documents received by email attachment.,,0,0.888,MEDIUM
DOC-00130,CUST015591,CLM046318,2026-09-13 20:35:30,JPG,3343,kyc_update,"KYC UPDATE FORM. Customer: Gina Spencer. Previous Address: 8725 Fox Orchard Suite 749, Littleshire, SD 05298. New Address: 3634 Oneal Ports, Port Neil, OH 11610. Reason for change: relocation. Verified by staff member on 2024-10-29. Follow-up scheduled with the claims handler within 5 working days. Supporting documents received by email attachment.",,0,0.415,LOW
DOC-00131,CUST009860,CLM019445,2026-07-02 20:35:30,PDF,2593,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Bradley Wallace. ID Number: 477-66-5512. Date of Birth: 1975-06-04. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-12-30.,DUPGRP-017,0,0.913,HIGH
DOC-00132,CUST010745,CLM014518,2026-06-26 20:35:30,DOCX,652,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Bradley Wallace. ID Number: 289-45-6617. Date of Birth: 2005-07-27. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2024-09-28.,DUPGRP-017,0,0.913,HIGH
DOC-00133,CUST010589,CLM009073,2026-08-26 20:35:30,JPG,1374,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Bradley Wallace. ID Number: 436-88-6609. Date of Birth: 1994-12-15. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-06-08.,DUPGRP-017,0,0.908,HIGH
DOC-00134,CUST014578,CLM035035,2026-06-02 20:35:30,DOCX,663,investigation_note,INVESTIGATION NOTE. Case relates to claimant Eddie Warren. Flagged for review due to unusual document upload pattern following identity change on 2024-10-02. Staff override recorded by Jacob Smith. Customer contacted via telephone for confirmation.,,0,0.754,MEDIUM
DOC-00135,CUST007684,CLM024659,2026-08-31 20:35:30,PNG,877,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Kimberly Estrada. ID Number: 859-03-9945. Date of Birth: 1956-07-16. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-06-19.,DUPGRP-018,0,0.919,HIGH
DOC-00136,CUST010867,CLM026651,2026-04-29 20:35:30,PDF,3886,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Kimberly Estrada. ID Number: 015-44-3149. Date of Birth: 1990-02-23. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-05-16.,DUPGRP-018,0,0.919,HIGH
DOC-00137,CUST018409,CLM005941,2026-05-17 20:35:30,PNG,633,claim_form,"INSURANCE CLAIM FORM. Claimant: Howard Thompson. Policy Number: POL-354303. Date of Incident: 2025-10-02. Description: Vehicle damage sustained in a collision on Valdez Bridge. Estimated repair cost: N$ 73,041. Signed: Howard Thompson.",DUPGRP-019,0,1.0,HIGH
DOC-00138,CUST000541,CLM046413,2026-04-20 20:35:30,JPG,4152,claim_form,"INSURANCE CLAIM FORM. Claimant: Howard Thompson. Policy Number: POL-354303. Date of Incident: 2025-10-02. Description: Vehicle damage sustained in a collision on Valdez Bridge. Estimated repair cost: N$ 73,041. Signed: Howard Thompson.",DUPGRP-019,0,1.0,HIGH
DOC-00139,CUST009723,CLM019790,2026-05-22 20:35:30,DOCX,142,investigation_note,INVESTIGATION NOTE. Case relates to claimant Joann Dixon. Flagged for review due to unusual document upload pattern following identity change on 2026-04-04. Staff override recorded by Kathy Bush. Additional photographic evidence submitted separately. Customer contacted via telephone for confirmation.,,0,0.745,MEDIUM
DOC-00140,CUST009950,CLM045006,2026-06-15 20:35:30,DOCX,2298,kyc_update,"KYC UPDATE FORM. Customer: Jeff Obrien. Previous Address: Unit 1601 Box 6923, DPO AA 33958. New Address: 750 House Street Apt. 370, Crystaltown, UT 87752. Reason for change: relocation. Verified by staff member on 2025-07-25. Follow-up scheduled with the claims handler within 5 working days. Additional photographic evidence submitted separately.",,0,0.541,LOW
DOC-00141,CUST007949,CLM047532,2026-08-18 20:35:30,DOCX,1236,investigation_note,INVESTIGATION NOTE. Case relates to claimant Deborah Gibson. Flagged for review due to unusual document upload pattern following identity change on 2026-08-10. Staff override recorded by Dawn Guzman. Follow-up scheduled with the claims handler within 5 working days. Handled by branch office during standard working hours.,,0,0.786,MEDIUM
DOC-00142,CUST018173,CLM025862,2026-09-02 20:35:30,JPG,1060,claim_form,"INSURANCE CLAIM FORM. Claimant: Derek Moses. Policy Number: POL-110587. Date of Incident: 2024-09-21. Description: Vehicle damage sustained in a collision on Collin Pike. Estimated repair cost: N$ 68,358. Signed: Derek Moses.",DUPGRP-020,0,0.327,LOW
DOC-00143,CUST015547,CLM042134,2026-04-19 20:35:30,PDF,3668,claim_form,"INSURANCE CLAIM FORM. Claimant: Derek Moses. Policy Number: POL-188257. Date of Incident: 2026-05-03. Description: Vehicle damage sustained in a collision on Harrell Locks. Estimated repair cost: N$ 72,551. Signed: Derek Moses.",DUPGRP-020,0,0.42,LOW
DOC-00144,CUST013540,CLM048769,2026-06-01 20:35:30,JPG,1479,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Michelle Johnson. ID Number: 576-56-3824. Date of Birth: 1963-09-04. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-06-30. Handled by branch office during standard working hours. Supporting documents received by email attachment.,,0,0.69,LOW
DOC-00145,CUST012182,CLM037179,2026-04-12 20:35:30,DOCX,1825,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Mr. Kyle Thomas DDS. ID Number: 312-59-2682. Date of Birth: 1984-03-09. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-07-14. Additional photographic evidence submitted separately.,,0,0.759,MEDIUM
DOC-00146,CUST005526,CLM011960,2026-05-19 20:35:30,JPG,2050,investigation_note,INVESTIGATION NOTE. Case relates to claimant Tracy Sims. Flagged for review due to unusual document upload pattern following identity change on 2026-03-09. Staff override recorded by Andrew Allen. Additional photographic evidence submitted separately.,,0,0.801,MEDIUM
DOC-00147,CUST017464,CLM021853,2026-07-05 20:35:30,PNG,2273,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Tony Smith. ID Number: 649-90-3157. Date of Birth: 1992-02-24. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-05-23. Customer contacted via telephone for confirmation. Follow-up scheduled with the claims handler within 5 working days.,,0,0.672,LOW
DOC-00148,CUST012781,CLM001073,2026-06-09 20:35:30,DOCX,4315,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Becky Fox. ID Number: 450-46-7679. Date of Birth: 1979-11-03. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-12-02.,DUPGRP-021,0,0.926,HIGH
DOC-00149,CUST012062,CLM031139,2026-04-20 20:35:30,DOCX,2397,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Becky Fox. ID Number: 502-13-8667. Date of Birth: 1970-12-12. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-03-17.,DUPGRP-021,0,0.926,HIGH
DOC-00150,CUST013168,CLM012379,2026-07-27 20:35:30,PNG,4002,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Becky Fox. ID Number: 691-98-8578. Date of Birth: 2003-02-17. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-12-05.,DUPGRP-021,0,0.911,HIGH
DOC-00151,CUST006528,CLM007252,2026-06-15 20:35:30,PNG,1069,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Jeffrey Gonzalez. ID Number: 800-52-8223. Date of Birth: 1992-10-26. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2026-05-28.,DUPGRP-022,0,0.949,HIGH
DOC-00152,CUST007759,CLM041038,2026-04-10 20:35:30,PDF,515,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Jeffrey Gonzalez. ID Number: 830-14-8231. Date of Birth: 1986-02-26. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2025-09-28.,DUPGRP-022,0,0.954,HIGH
DOC-00153,CUST015544,CLM035513,2026-07-29 20:35:30,JPG,4259,claim_form,"INSURANCE CLAIM FORM. Claimant: Steven White. Policy Number: POL-764636. Date of Incident: 2026-05-16. Description: Vehicle damage sustained in a collision on Crystal Rapids. Estimated repair cost: N$ 52,563. Signed: Steven White.",DUPGRP-023,0,0.876,MEDIUM
DOC-00154,CUST010913,CLM035980,2026-08-05 20:35:30,PDF,1231,claim_form,"INSURANCE CLAIM FORM. Claimant: Steven White. Policy Number: POL-202105. Date of Incident: 2025-06-21. Description: Vehicle damage sustained in a collision on Laura Square. Estimated repair cost: N$ 6,804. Signed: Steven White.",DUPGRP-023,0,0.9,HIGH
DOC-00155,CUST014353,CLM007934,2026-04-10 20:35:30,DOCX,4136,claim_form,"INSURANCE CLAIM FORM. Claimant: Steven White. Policy Number: POL-452947. Date of Incident: 2025-11-30. Description: Vehicle damage sustained in a collision on Joseph Turnpike. Estimated repair cost: N$ 30,358. Signed: Steven White.",DUPGRP-023,0,0.83,MEDIUM
DOC-00156,CUST011022,CLM036649,2026-07-18 20:35:30,DOCX,814,investigation_note,INVESTIGATION NOTE. Case relates to claimant Madison Pierce. Flagged for review due to unusual document upload pattern following identity change on 2026-05-07. Staff override recorded by Connie Adams. Follow-up scheduled with the claims handler within 5 working days. Supporting documents received by email attachment.,,0,0.771,MEDIUM
DOC-00157,CUST012984,CLM020215,2026-09-02 20:35:30,PNG,3965,id_document,NATIONAL IDENTITY DOCUMENT. Full Name: Allison Simmons. ID Number: 805-62-1103. Date of Birth: 1957-04-10. Nationality: Namibian. Issued by Ministry of Home Affairs. Address updated on 2024-11-02. Handled by branch office during standard working hours.,,0,0.765,MEDIUM
DOC-00158,CUST008527,CLM041524,2026-09-15 20:35:30,PNG,4267,claim_form,"INSURANCE CLAIM FORM. Claimant: John Anderson. Policy Number: POL-272605. Date of Incident: 2024-12-22. Description: Vehicle damage sustained in a collision on Kaitlin Square. Estimated repair cost: N$ 28,755. Signed: John Anderson. Handled by branch office during standard working hours.",,0,0.623,LOW
